Date,Time,Open,High,Low,Close,Volume
2014.10.17,9:00,1240.71,1241.67,1237.11,1237.45,12328
2014.10.17,13:00,1237.42,1240.5,1233.66,1233.99,19040
2014.10.17,17:00,1233.89,1239.91,1231.65,1238.88,20997
2014.10.17,21:00,1238.98,1239.29,1237.55,1238.28,5162
2014.10.20,1:00,1238.67,1239.98,1234.5,1236.27,5800
2014.10.20,5:00,1236.21,1238.31,1235.45,1238.13,5404
2014.10.20,9:00,1238.18,1243.33,1237.7,1240.74,12781
2014.10.20,13:00,1240.72,1248.72,1240.35,1244.94,17204
2014.10.20,17:00,1244.96,1246.54,1243.4,1244.82,12368
2014.10.20,21:00,1244.81,1247.61,1244.26,1246.78,3356
2014.10.21,1:00,1245.93,1248.2,1245.3,1246.41,5948
2014.10.21,5:00,1246.44,1250.27,1245.59,1248.42,8928
2014.10.21,9:00,1248.41,1253.72,1248.13,1248.74,15849
2014.10.21,13:00,1248.76,1255.22,1246.53,1252.03,21322
2014.10.21,17:00,1252.06,1253.48,1249.66,1250.17,14457
2014.10.21,21:00,1250.16,1251.08,1247.26,1248.42,4477
2014.10.22,1:00,1248.77,1249.73,1247.07,1249.02,5124
2014.10.22,5:00,1249.03,1249.18,1247.28,1248.36,4053
2014.10.22,9:00,1248.31,1249.32,1244.87,1245.9,10850
2014.10.22,13:00,1245.86,1249.27,1241.34,1243.44,18882
2014.10.22,17:00,1243.44,1245.94,1242.67,1245.07,14430
2014.10.22,21:00,1245.06,1245.12,1240.41,1241.05,5347
2014.10.23,1:00,1241.27,1243.01,1241.16,1242.44,4711
2014.10.23,5:00,1242.44,1244.53,1241.49,1243.94,4722
2014.10.23,9:00,1243.93,1244.59,1237.91,1238.83,12487
2014.10.23,13:00,1238.83,1240.03,1232.34,1234.97,17153
2014.10.23,17:00,1234.97,1235.06,1226.27,1229.16,17541
2014.10.23,21:00,1229.16,1233.65,1228.69,1231.59,6505
2014.10.24,1:00,1233.16,1233.64,1228.97,1230.27,6054
2014.10.24,5:00,1230.27,1231.49,1228.92,1231.17,4300
2014.10.24,9:00,1231.17,1234.19,1230.47,1232.19,9947
2014.10.24,13:00,1232.21,1234.21,1230.68,1232.91,11934
2014.10.24,17:00,1232.94,1233.75,1228.64,1231.18,13433
2014.10.24,21:00,1231.15,1231.6,1230.23,1230.52,2822
2014.10.27,0:00,1230.09,1231.97,1227.31,1231.32,5288
2014.10.27,4:00,1231.29,1231.76,1230.21,1231.23,3658
2014.10.27,8:00,1231.23,1231.5,1228.51,1231.16,6606
2014.10.27,12:00,1231.16,1231.79,1228.18,1229.16,8755
2014.10.27,16:00,1229.15,1231.3,1227.72,1229.57,9858
2014.10.27,20:00,1229.64,1229.88,1225.39,1226.43,4538
2014.10.28,0:00,1225.56,1230.44,1222.47,1229.89,8474
2014.10.28,4:00,1229.87,1232.22,1226.36,1228.57,8999
2014.10.28,8:00,1228.63,1230.75,1227.07,1227.74,8205
2014.10.28,12:00,1227.72,1235.63,1226.37,1229.51,18290
2014.10.28,16:00,1229.55,1230.71,1227.78,1228.69,13656
2014.10.28,20:00,1228.66,1229.38,1227.54,1228.21,4082
2014.10.29,0:00,1227.77,1229.69,1227.62,1229.69,4047
2014.10.29,4:00,1229.69,1230.41,1229.4,1230.32,3330
2014.10.29,8:00,1230.32,1230.53,1228.31,1228.56,5225
2014.10.29,12:00,1228.51,1228.95,1221.06,1224.73,13764
2014.10.29,16:00,1224.73,1225.7,1222.64,1223.91,11576
2014.10.29,20:00,1221.8,1223.31,1208.33,1211.92,19158
2014.10.30,0:00,1211.23,1216.73,1210.7,1213.75,8560
2014.10.30,4:00,1213.75,1214.09,1207.08,1207.64,7919
2014.10.30,8:00,1207.64,1208.03,1201.45,1206.06,17303
2014.10.30,12:00,1206.07,1207.59,1199.91,1202.24,24811
2014.10.30,16:00,1202.24,1204.51,1195.92,1199.54,23012
2014.10.30,20:00,1199.54,1202.16,1197.26,1198.58,7160
2014.10.31,0:00,1199.61,1202.73,1199.27,1199.31,6804
2014.10.31,4:00,1199.31,1199.56,1185.76,1187.32,18437
2014.10.31,8:00,1187.32,1188.51,1167.39,1172.07,21847
2014.10.31,12:00,1172.09,1176.81,1161.03,1168.17,24965
2014.10.31,16:00,1168.12,1174.38,1161.58,1172,22254
